산출기준,연도,질환구분,성별,연령,등록건수
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,1277
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,1532
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,1699
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,2343
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,2386
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,2154
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,1782
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,1306
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,515
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,113
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,14
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,1
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,1170
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,643
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,622
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,780
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,989
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,1406
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,1287
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,1292
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,1639
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,1744
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,2192
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,2133
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,2471
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,2343
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,1730
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,1450
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,1310
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,642
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,163
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,21
신규등록자,2022,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,1
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,0~4,1337
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,5~9,813
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,10~14,910
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,15~19,1200
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,20~24,1265
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,25~29,1389
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,30~34,1493
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,35~39,1362
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,40~44,1731
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,45~49,1633
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,50~54,1941
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,55~59,2176
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,60~64,2656
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,65~69,2933
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,70~74,2472
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,75~79,2031
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,80~84,1546
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,85~89,647
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,90~94,146
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,95~99,22
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),남,100 이상,4
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,0~4,1211
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,5~9,618
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,10~14,674
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,15~19,802
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,20~24,979
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,25~29,1279
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,30~34,1449
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,35~39,1423
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,40~44,1942
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,45~49,2030
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,50~54,2592
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,55~59,2631
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,60~64,2908
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,65~69,2670
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,70~74,1988
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,75~79,1587
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,80~84,1336
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,85~89,669
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,90~94,194
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,95~99,37
신규등록자,2023,희귀질환(극희귀질환·기타염색체이상질환·상세불명희귀질환 포함),여,100 이상,10
신규등록자,2015,중증난치,남,0~4,3625
신규등록자,2015,중증난치,남,5~9,47
신규등록자,2015,중증난치,남,10~14,190
신규등록자,2015,중증난치,남,15~19,811
신규등록자,2015,중증난치,남,20~24,1371
신규등록자,2015,중증난치,남,25~29,1151
신규등록자,2015,중증난치,남,30~34,1295
신규등록자,2015,중증난치,남,35~39,1442
신규등록자,2015,중증난치,남,40~44,1730
신규등록자,2015,중증난치,남,45~49,2013
신규등록자,2015,중증난치,남,50~54,2743
신규등록자,2015,중증난치,남,55~59,3367
신규등록자,2015,중증난치,남,60~64,3388
신규등록자,2015,중증난치,남,65~69,3651
신규등록자,2015,중증난치,남,70~74,3963
신규등록자,2015,중증난치,남,75~79,3602
신규등록자,2015,중증난치,남,80~84,2152
신규등록자,2015,중증난치,남,85~89,763
신규등록자,2015,중증난치,남,90~94,152
신규등록자,2015,중증난치,남,95~99,20
신규등록자,2015,중증난치,남,100 이상,1
신규등록자,2015,중증난치,여,0~4,2694
신규등록자,2015,중증난치,여,5~9,84
신규등록자,2015,중증난치,여,10~14,159
신규등록자,2015,중증난치,여,15~19,496
신규등록자,2015,중증난치,여,20~24,983
신규등록자,2015,중증난치,여,25~29,1121
신규등록자,2015,중증난치,여,30~34,1562
신규등록자,2015,중증난치,여,35~39,1661
신규등록자,2015,중증난치,여,40~44,1939
신규등록자,2015,중증난치,여,45~49,2312
신규등록자,2015,중증난치,여,50~54,2816
신규등록자,2015,중증난치,여,55~59,3226
신규등록자,2015,중증난치,여,60~64,2931
신규등록자,2015,중증난치,여,65~69,2985
신규등록자,2015,중증난치,여,70~74,3732
신규등록자,2015,중증난치,여,75~79,3929
신규등록자,2015,중증난치,여,80~84,2736
신규등록자,2015,중증난치,여,85~89,1153
신규등록자,2015,중증난치,여,90~94,229
